organism_group,strain,collection_date,serovar,isolate,location,isolation_source,isolation_type,snp_cluster,min_same,min_diff,amr_genotypes,computed_types,serovar_new,resist,suscept,inter,suscept_dose_dep,country,isolation_source_new,suscept_sim,resist_sim,inter_sim,sdd_sim
Campylobacter jejuni,CVM N19C554,2019,NA,PDT000843473.1,USA:CO,chicken breasts,environmental/other,PDS000010659.189,2,5,50S_L22_A103V=POINT,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, tetracycline",,,USA,chicken,0.831726326051312,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,FSIS1605607,2016,NA,PDT000104926.2,USA:TX,animal-cattle-steer,environmental/other,PDS000090286.30,0,0,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1605798,2016,NA,PDT000108171.2,USA:PA,animal-cattle-dairy cow,environmental/other,PDS000090286.30,9,9,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1605711,2016,NA,PDT000110604.2,USA:NJ,animal-cattle-dairy cow,environmental/other,PDS000090286.30,0,0,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,beef,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,FSIS1605991,2016,NA,PDT000112928.2,USA:MI,animal-cattle-steer,environmental/other,PDS000090286.30,0,0,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606242,2016,NA,PDT000123785.2,USA:IA,animal-cattle-steer,environmental/other,PDS000090286.30,3,3,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606253,2016,NA,PDT000123790.2,USA:PA,animal-cattle-dairy cow,environmental/other,PDS000090286.30,0,0,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606540,2016,NA,PDT000131052.2,USA:PA,animal-cattle-dairy cow,environmental/other,PDS000090286.30,6,6,"50S_L22_A103V=POINT,blaOXA-193=COMPLETE",NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,beef,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,FSIS1606584,2016,NA,PDT000131133.2,USA:KS,animal-cattle-heifer,environmental/other,PDS000090286.30,9,9,"blaOXA-193=COMPLETE,gyrA_T86I=POINT",NA,NA,"ciprofloxacin, nalidixic acid","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin, tetracycline",,,USA,beef,0.7360321427521399,0.22173087998887636,1,0.9982837528604119
Campylobacter jejuni,FSIS1606657,2016,NA,PDT000132280.2,USA:WI,animal-cattle-beef cow,environmental/other,PDS000090286.30,4,4,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,FSIS1606839,2016,NA,PDT000136408.2,USA:CO,animal-cattle-dairy cow,environmental/other,PDS000090286.30,0,0,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,beef,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,FSIS1606895,2016,NA,PDT000137327.2,USA:PA,animal-cattle-dairy cow,environmental/other,PDS000090286.30,7,7,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,beef,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C807,2017,NA,PDT000363484.1,USA:MD,chicken wings,environmental/other,PDS000021543.40,0,5,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C823,2017,NA,PDT000363419.1,USA:TN,mixed parts,environmental/other,PDS000021868.39,1,12,"blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,"ciprofloxacin, nalidixic acid, tetracycline","azithromycin, clindamycin, erythromycin, florfenicol, gentamicin, telithromycin",,,USA,other/unspecified,0.7081513875981231,0.281276866193203,1,0.9982837528604119
Campylobacter jejuni,CVM N19C271,2019,NA,PDT000600937.1,USA:KS,chicken legs,environmental/other,PDS000021868.39,7,2,"blaOXA-193=COMPLETE,tet(O)=MISTRANSLATION,tet(O)=PARTIAL",NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
Campylobacter jejuni,19IA11CB38-C1,2019,NA,PDT000650307.1,USA:IA,chicken breast,environmental/other,PDS000021868.39,1,1,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,19SD10CB28-C1,2019,NA,PDT000656729.1,USA:ND,chicken breast,environmental/other,PDS000021868.39,1,3,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid",,,USA,chicken,0.7664404171548277,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C071,2017,NA,PDT000345668.1,USA:IA,chicken wings,environmental/other,PDS000022414.43,16,15,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,tetracycline,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin",,,USA,chicken,0.8475243414999449,0.383671681209245,1,0.9982837528604119
Campylobacter jejuni,CVM N17C451,2017,NA,PDT000363394.1,USA:TX,chicken wings,environmental/other,PDS000022414.43,2,3,blaOXA-193=COMPLETE,NA,NA,,"azithromycin, ciprofloxacin, clindamycin, erythromycin, florfenicol, gentamicin, nalidixic acid, telithromycin, tetracycline",,,USA,chicken,0.8423889975640363,0.43363844393592677,1,0.9982837528604119
